phone,email_id,school,grade,source,Submitted At
911100221232,s2m_test_20233@tests2m.com,The maple tree,Grade 2,TEB2ASMS,4/17/20 5:13
911100221233,s2m_test_20234@tests2m.com,Calorx,Grade 1,ntfuiuser,4/17/20 5:13
911100221234,s2m_test_20235@tests2m.com,NSN Memorial Senior Secondary School,Grade 3,TEB2ASMS,4/17/20 5:13
911100221235,s2m_test_20236@tests2m.com,The mapple tree school,Grade 2,TEB2ASMS,4/17/20 5:13
911100221236,s2m_test_20237@tests2m.com,Indus valley world school,Grade 3,TEB2BSMS,4/17/20 5:14
911100221237,s2m_test_20238@tests2m.com,NSN memorial,Grade 4,TEB2ASMS,4/17/20 5:14
911100221238,s2m_test_20239@tests2m.com,DPS,Grade 4,TEB2ASMS,4/17/20 5:15
911100221239,s2m_test_20240@tests2m.com,Rcis,Grade 1,ntfuiuser,4/17/20 5:15
911100221240,s2m_test_20241@tests2m.com,DPS PANVEL,Grade 2,TEB2ASMS,4/17/20 5:15
911100221241,s2m_test_20242@tests2m.com,Nsn memorial,Grade 3,TEB2BSMS,4/17/20 5:16
911100221242,s2m_test_20243@tests2m.com,Saint pauls,Grade 2,ntfuiuser,4/17/20 5:19
911100221026,s2m_test_20027@tests2m.com,SBOA SCHOOL AND JUNIOR COLLEGE,Grade 3,TEB11SMS,4/17/20 5:21
911100221243,s2m_test_20244@tests2m.com,Kamala niketan Montessori CBSE school,Grade 2,TEB2ASMS,4/17/20 5:21
911100221244,s2m_test_20245@tests2m.com,Aarav Gupta,Grade 4,TEB2ASMS,4/17/20 5:21
911100221245,s2m_test_20246@tests2m.com,DDPS,Grade 3,TEB2ASMS,4/17/20 5:22
911100221246,s2m_test_20247@tests2m.com,Nsn,Grade 2,TEB2ASMS,4/17/20 5:22
911100221247,s2m_test_20248@tests2m.com,Ssrvm,Grade 1,TEB2ASMS,4/17/20 5:23
911100221046,s2m_test_20047@tests2m.com,Delhi World Public School,Grade 2,TEB11SMS,4/17/20 5:26
911100221248,s2m_test_20249@tests2m.com,City Montessori school,Grade 3,TEB2ASMS,4/17/20 5:27
911100221249,s2m_test_20250@tests2m.com,Foundation Academy,Grade 4,ntfuiuser,4/17/20 5:27
911100221250,s2m_test_20251@tests2m.com,KNMS,Grade 4,TEB2ASMS,4/17/20 5:28
911100221251,s2m_test_20252@tests2m.com,Kerela public School kadma,Grade 1,ntfuiuser,4/17/20 5:28
911100221252,s2m_test_20253@tests2m.com,City montessory school,Grade 2,TEB2ASMS,4/17/20 5:29
911100221253,s2m_test_20254@tests2m.com,Manjushree public,Grade 2,TEB2ASMS,4/17/20 5:30
911100221254,s2m_test_20255@tests2m.com,St.peters high school,Grade 1,TEB12SMS,4/17/20 5:31
911100221255,s2m_test_20139@tests2m.com,NSN Memorial School,Grade 3,TEB11SMS,4/17/20 5:32
911100221256,s2m_test_20256@tests2m.com,B.D.Memorial,Grade 4,TEB2ASMS,4/17/20 5:32
911100221257,s2m_test_20257@tests2m.com,SRM public school,Grade 2,TEB2ASMS,4/17/20 5:33
911100221258,s2m_test_20258@tests2m.com,Kamala niketan Montessori school (CBSE),Grade 4,TEB2ASMS,4/17/20 5:33
911100221259,s2m_test_20259@tests2m.com,Edify,Grade 1,TEB2ASMS,4/17/20 5:36
911100221260,s2m_test_20260@tests2m.com,Delhi Public School Megacity Kolkata,Grade 4,TEB2ASMS,4/17/20 5:38
911100221261,s2m_test_20261@tests2m.com,Mahavir institute of education and research,Grade 4,TEB2ASMS,4/17/20 5:39
911100221262,s2m_test_20262@tests2m.com,NSN Memorial,Grade 1,TEB2ASMS,4/17/20 5:40
911100221263,s2m_test_20263@tests2m.com,Kamala niketon,Grade 1,TEB2ASMS,4/17/20 5:42
911100221264,s2m_test_20264@tests2m.com,Royale concord international School,Grade 2,ntfuiuser,4/17/20 5:43
911100221265,s2m_test_20265@tests2m.com,SSRVM Bangalore south,Grade 3,ntfpush,4/17/20 5:45
911100221266,s2m_test_20266@tests2m.com,Sri Aurobindo international school,Grade 2,TEB2ASMS,4/17/20 5:45
911100221267,s2m_test_20267@tests2m.com,NSN Mat. Hr. Sec. School,Grade 4,TEB2ASMS,4/17/20 5:46
911100221268,s2m_test_20268@tests2m.com,K. L. Maruthamani,Grade 2,TEB2ASMS,4/17/20 5:47
911100221269,s2m_test_20269@tests2m.com,KRISHNA PUBLIC SCHOOL,Grade 4,ntfuiuser,4/17/20 5:47
911100221270,s2m_test_20270@tests2m.com,Delhi Public School Megacity Kolkata,Grade 4,TEB2ASMS,4/17/20 5:48
911100221271,s2m_test_20271@tests2m.com,Kamala niketan School,Grade 4,TEB12SMS,4/17/20 5:49
911100221272,s2m_test_20272@tests2m.com,Maple Tree  School,Grade 3,TEB2ASMS,4/17/20 5:50
911100221271,s2m_test_20271@tests2m.com,Kamala niketan school,Grade 1,TEB2ASMS,4/17/20 5:52
911100221273,s2m_test_20273@tests2m.com,Maple Tree school,Grade 4,TEB2ASMS,4/17/20 5:52
911100221274,s2m_test_20274@tests2m.com,Kamala Niketan montessori school,Grade 1,TEB12SMS,4/17/20 5:54
911100221275,s2m_test_20275@tests2m.com,Nsn,Grade 3,TEB2ASMS,4/17/20 5:54
911100221276,s2m_test_20276@tests2m.com,Kamala Niketan Montessori school,Grade 1,TEB2ASMS,4/17/20 5:55
911100221273,s2m_test_20273@tests2m.com,Maple Tree school,Grade 1,TEB2BSMS,4/17/20 5:56
911100221049,s2m_test_20050@tests2m.com,Kamala Niketan Montessori School,Grade 4,TEB11SMS,4/17/20 5:57
911100221277,s2m_test_20277@tests2m.com,Delhi Public School,Grade 2,TEB2ASMS,4/17/20 6:00
911100221278,s2m_test_20278@tests2m.com,The schram academy,Grade 4,ntfuiuser,4/17/20 5:57
911100221279,s2m_test_20279@tests2m.com,Delhi public school,Grade 4,TEB2ASMS,4/17/20 6:09
911100221280,s2m_test_20280@tests2m.com,Jodhamal,Grade 2,ntfuiuser,4/17/20 6:04
911100221281,s2m_test_20281@tests2m.com,Anand Niketan Maninagar,Grade 4,TEB2ASMS,4/17/20 6:10
911100221282,s2m_test_20282@tests2m.com,Airforce school Avadi,Grade 4,ntfuiuser,4/17/20 6:10
911100221075,s2m_test_20199@tests2m.com,KAMALA NIKETAN MONTESSORI SCHOOL (CBSE),Grade 4,TEB11SMS,4/17/20 6:16
911100221283,s2m_test_20283@tests2m.com,S.S.MODY VIDYA VIHAR JHUNJHUNU,Grade 4,TEB2ASMS,4/17/20 6:19
911100221284,s2m_test_20284@tests2m.com,Aarna,Grade 4,TEB2ASMS,4/17/20 6:20
911100221285,s2m_test_20285@tests2m.com,Kampala niketan,Grade 4,TEB2BSMS,4/17/20 6:27
911100221286,s2m_test_20286@tests2m.com,Sri Sri academy,Grade 2,ntfuiuser,4/17/20 6:32
911100221287,s2m_test_20287@tests2m.com,Dav boys senior secondary school,Grade 3,TEB2BSMS,4/17/20 6:29
911100221284,s2m_test_20284@tests2m.com,Aarna Shukla,Grade 4,TEB2ASMS,4/17/20 6:23
911100221288,s2m_test_20288@tests2m.com,S.s.mody VIDYA Vihar jhunjhunu,Grade 4,TEB2ASMS,4/17/20 6:34
911100221288,s2m_test_20288@tests2m.com,S.s.mody VIDYA Vihar jhunjhunu,Grade 2,TEB2ASMS,4/17/20 6:32
911100221289,s2m_test_20289@tests2m.com,Delhi World public school zirakpur,Grade 1,TEB2ASMS,4/17/20 6:37
911100221290,s2m_test_20290@tests2m.com,KNMS,Grade 4,TEB2ASMS,4/17/20 6:41
911100221291,s2m_test_20291@tests2m.com,Brain Tree International School,Grade 4,TEB2ASMS,4/17/20 6:37
911100221289,s2m_test_20289@tests2m.com,Delhi world  public school zirakpur,Grade 3,TEB2ASMS,4/17/20 6:40
911100221292,s2m_test_20292@tests2m.com,Al Burooj international school,Grade 2,TEB2ASMS,4/17/20 6:44
911100221292,s2m_test_20292@tests2m.com,Al Burooj international school,Grade 2,TEB2ASMS,4/17/20 6:44
911100221293,s2m_test_20293@tests2m.com,Sri Aurbindo international school,Grade 3,TEB2ASMS,4/17/20 6:50
911100221294,s2m_test_20294@tests2m.com,Sri Aurobindo international school,Grade 2,TEB2ASMS,4/17/20 6:52
911100221295,s2m_test_20295@tests2m.com,Kamala niketan montessori school,Grade 4,TEB2ASMS,4/17/20 6:57
911100221296,s2m_test_20296@tests2m.com,D.A.V school,Grade 1,TEB2BSMS,4/17/20 6:55
911100221297,s2m_test_20297@tests2m.com,Samashti,Grade 4,lastchance,4/17/20 6:56
911100221298,s2m_test_20298@tests2m.com,Kamalaniketan,Grade 4,TEB12SMS,4/17/20 7:00
911100221299,s2m_test_20299@tests2m.com,GT Vidhya Mandhra CBSC School,Grade 2,TEB2ASMS,4/17/20 6:59
911100221300,s2m_test_20300@tests2m.com,NSN Mat Hr Sec School,Grade 2,TEB2ASMS,4/17/20 7:03
911100221301,s2m_test_20301@tests2m.com,St. Patrick,Grade 4,ntfuiuser,4/17/20 7:10
911100221302,s2m_test_20302@tests2m.com,Sri vijay VIDHYALAYA MATRIC Hr Sec School,Grade 2,TEB2ASMS,4/17/20 7:13
911100221303,s2m_test_20303@tests2m.com,Pollocks intelli school,Grade 4,ntfuiuser,4/17/20 7:10
911100221304,s2m_test_20304@tests2m.com,N. S. N. Mantri school,Grade 1,TEB2ASMS,4/17/20 7:33
911100221305,s2m_test_20305@tests2m.com,Medhansh vishal,Grade 4,ntfuiuser,4/17/20 7:35
911100221306,s2m_test_20306@tests2m.com,MSB EDUCATIONAL INSTITUTE,Grade 4,TEB2ASMS,4/17/20 7:39
911100221301,s2m_test_20307@tests2m.com,St Patrick's,Grade 4,ntfuiuser,4/17/20 7:44
911100221307,s2m_test_20308@tests2m.com,Tashi Namgyal Academy,Grade 4,TEB2ASMS,4/17/20 7:55
911100221308,s2m_test_20309@tests2m.com,Dps,Grade 1,TEB2ASMS,4/17/20 8:04
911100221309,s2m_test_20310@tests2m.com,Delhi Public School South,Grade 3,ntfuiuser,4/17/20 8:05
911100221310,s2m_test_20311@tests2m.com,Cauvery glopal,Grade 2,TEB2ASMS,4/17/20 8:12
911100221311,s2m_test_20312@tests2m.com,The schram academy,Grade 4,ntfuiuser,4/17/20 8:54
911100221312,s2m_test_20313@tests2m.com,The schram academy,Grade 3,lastchance,4/17/20 9:14
911100221266,s2m_test_20266@tests2m.com,Sri Aurobindo international Schoo,Grade 2,TEB2ASMS,4/17/20 9:17
911100221313,s2m_test_20314@tests2m.com,NSN matriculation higher secondary school,Grade 4,TEB11SMS,4/17/20 9:19
911100221089,s2m_test_20091@tests2m.com,NSN matriculation,Grade 1,TEB11SMS,4/17/20 9:20
911100221314,s2m_test_20315@tests2m.com,NSN memorial senior secondary,Grade 1,TEB2BSMS,4/17/20 9:26
911100221315,s2m_test_20316@tests2m.com,Braintree international school,Grade 4,TEB2ASMS,4/17/20 9:37
911100221316,s2m_test_20317@tests2m.com,Kamala Niketan montessori school,Grade 4,TEB11SMS,4/17/20 9:48
911100221317,s2m_test_20318@tests2m.com,Delhi public school,Grade 2,TEB2ASMS,4/17/20 9:53
911100221102,s2m_test_20319@tests2m.com,B.D.M.I.,Grade 4,TEB11SMS,4/17/20 10:00
911100221279,s2m_test_20279@tests2m.com,Delhi public school,Grade 4,TEB2ASMS,4/17/20 10:07
911100221318,s2m_test_20320@tests2m.com,Kamala niketan,Grade 4,TEB2BSMS,4/17/20 10:14
911100221319,s2m_test_20321@tests2m.com,St manuâ€™s convent school,Grade 4,TEB2ASMS,4/17/20 10:27
911100221007,s2m_test_20008@tests2m.com,Sri Sri Academy,Grade 4,lastchance,4/17/20 10:30
911100221070,s2m_test_20071@tests2m.com,D Delhi public school Jamnagar,Grade 4,TEB11SMS,4/17/20 10:45
911100221320,s2m_test_20322@tests2m.com,Saint Paul School Rajkot,Grade 2,ntfuiuser,4/17/20 10:47
911100221321,s2m_test_20323@tests2m.com,DPS panvel,Grade 3,TEB2ASMS,4/17/20 10:50
911100221189,s2m_test_20190@tests2m.com,Uppal Rankers Techno School,Grade 2,ntfuiuser,4/17/20 10:55
911100221322,s2m_test_20324@tests2m.com,Kamala niketan,Grade 4,TEB11SMS,4/17/20 10:57
911100221323,s2m_test_20325@tests2m.com,M.Arjun,Grade 3,TEB2ASMS,4/17/20 11:03
911100221324,s2m_test_20326@tests2m.com,Chinmaya Vidyalaya,Grade 4,ntfpush,4/17/20 11:18
911100221325,s2m_test_20327@tests2m.com,Kidzee,Grade 2,ntfpush,4/17/20 11:18
911100221174,s2m_test_20175@tests2m.com,Kamalanikethan Montessori school,Grade 4,TEB11SMS,4/17/20 11:42
911100221118,s2m_test_20119@tests2m.com,City Montessori School,Grade 4,TEB11SMS,4/17/20 11:44
911100221326,s2m_test_20328@tests2m.com,APS Delhi cantt,Grade 4,ntfuiuser,4/17/20 11:50
911100221327,s2m_test_20329@tests2m.com,DPS MEGACITY,Grade 3,T1KRMSMS,4/17/20 12:03
911100221328,s2m_test_20330@tests2m.com,Mahatma Montessori,Grade 1,T1KRMSMS,4/17/20 12:03
911100221329,s2m_test_20331@tests2m.com,"KNMS, Trichy",Grade 3,T1KRMSMS,4/17/20 12:03
911100221330,s2m_test_20332@tests2m.com,Amrit vidyalaya,Grade 3,T1KRMSMS,4/17/20 12:03
911100221331,s2m_test_20333@tests2m.com,EXPLORICA PREMIUM SCHOOL KARIMNAGAR,Grade 2,T1KRMSMS,4/17/20 12:06
911100221332,s2m_test_20334@tests2m.com,Delhi public school megacity kolkata,Grade 3,T1KRMSMS,4/17/20 12:08
911100221091,s2m_test_20093@tests2m.com,NSN,Grade 4,T1KRMSMS,4/17/20 12:10
911100221333,s2m_test_20335@tests2m.com,Delhi public school howrah,Grade 3,T1KRMSMS,4/17/20 12:12
911100221334,s2m_test_20336@tests2m.com,The Shriram Universal School,Grade 4,T1KRMSMS,4/17/20 12:13
911100221335,s2m_test_20337@tests2m.com,Delhi Public school-Electronic city,Grade 2,T1KRMSMS,4/17/20 12:14
911100221336,s2m_test_20338@tests2m.com,Shri ram universal,Grade 4,T1KRMSMS,4/17/20 12:17
911100221337,s2m_test_20339@tests2m.com,SRM Public School,Grade 3,T1KRMSMS,4/17/20 12:18
911100221338,s2m_test_20340@tests2m.com,Kamala Niketan Montessori School,Grade 4,TEB2BSMS,4/17/20 12:18
911100221339,s2m_test_20341@tests2m.com,Kamala niketan montesary school,Grade 2,TEB11SMS,4/17/20 12:19
911100221340,s2m_test_20342@tests2m.com,Sri kumarans children home,Grade 2,T1KRMSMS,4/17/20 12:21
911100221341,s2m_test_20343@tests2m.com,DPS Megacity kolkatta,Grade 3,T1KRMSMS,4/17/20 12:26
911100221342,s2m_test_20344@tests2m.com,as suffa grammar school,Grade 2,T1KRMSMS,4/17/20 12:30
911100221343,s2m_test_20345@tests2m.com,Manjusri Public School,Grade 2,TEB2ASMS,4/17/20 12:30
911100221344,s2m_test_20346@tests2m.com,Greenwood High School,Grade 4,T1KRMSMS,4/17/20 12:31
911100221345,s2m_test_20347@tests2m.com,Sri Chaitanya school,Grade 3,T1KRMSMS,4/17/20 12:32
911100221346,s2m_test_20348@tests2m.com,Indus Valley World School,Grade 4,T1KRMSMS,4/17/20 12:32
911100221347,s2m_test_20349@tests2m.com,Sri aurobindo international school,Grade 1,T1KRMSMS,4/17/20 12:45
911100221348,s2m_test_20350@tests2m.com,Saint's Paul's School Rajkot,Grade 1,ntfuiuser,4/17/20 12:48
911100221078,s2m_test_20079@tests2m.com,The  cross  word  school,Grade 3,TEB11SMS,4/17/20 12:49
911100221349,s2m_test_20351@tests2m.com,Jain public school,Grade 3,ntfuiuser,4/17/20 12:51
911100221350,s2m_test_20352@tests2m.com,B.D. Memorial,Grade 4,TEB2ASMS,4/17/20 12:52
911100221351,s2m_test_20353@tests2m.com,Edify,Grade 2,T1KRMSMS,4/17/20 12:52
911100221352,s2m_test_20354@tests2m.com,Nsn matriculation higher secondary school,Grade 1,TEB2BSMS,4/17/20 12:57
911100221353,s2m_test_20355@tests2m.com,KNMS,Grade 4,TEB2ASMS,4/17/20 13:08
911100221354,s2m_test_20356@tests2m.com,Vedanta Academy,Grade 1,T1KRMSMS,4/17/20 13:14
911100221355,s2m_test_20357@tests2m.com,SRM public school,Grade 4,T1KRMSMS,4/17/20 13:14
911100221285,s2m_test_20285@tests2m.com,KNMS,Grade 4,TEB2BSMS,4/17/20 13:24
911100221356,s2m_test_20358@tests2m.com,amrit cidyalaya,Grade 3,T1KRMSMS,4/17/20 13:39
911100221357,s2m_test_20359@tests2m.com,"N.S.N.Matriculation and he sec school, Hasthinapuram",Grade 1,TEB2ASMS,4/17/20 13:41
911100221357,s2m_test_20360@tests2m.com,Nsn,Grade 1,TEB2ASMS,4/17/20 13:41
911100221358,s2m_test_20361@tests2m.com,Cms,Grade 3,T1KRMSMS,4/17/20 13:43
911100221359,s2m_test_20362@tests2m.com,ST. Peter public school,Grade 1,T1KRMSMS,4/17/20 13:45
911100221360,s2m_test_20363@tests2m.com,The Samhita Academy,Grade 1,rfmsms,4/17/20 13:47
911100221361,s2m_test_20364@tests2m.com,DPS Panvel,Grade 3,rfmsms,4/17/20 13:47
911100221362,s2m_test_20365@tests2m.com,Shree ram universal,Grade 3,rfmsms,4/17/20 13:47
911100221363,s2m_test_20366@tests2m.com,Dr. C. L. Metha Sishya Omr school,Grade 2,rfmsms,4/17/20 13:48
911100221364,s2m_test_20367@tests2m.com,DPS,Grade 4,rfmsms,4/17/20 13:48
911100221365,s2m_test_20368@tests2m.com,Greenwood High School,Grade 2,rfmsms,4/17/20 13:48
911100221366,s2m_test_20369@tests2m.com,The Shriram Universal School,Grade 2,rfmsms,4/17/20 13:48
911100221367,s2m_test_20370@tests2m.com,Greenwood high school,Grade 2,rfmsms,4/17/20 13:48
911100221368,s2m_test_20371@tests2m.com,Samhita Accademy,Grade 1,rfmsms,4/17/20 13:49
911100221369,s2m_test_20372@tests2m.com,Delhi Public school Megacity,Grade 3,rfmsms,4/17/20 13:49
911100221370,s2m_test_20373@tests2m.com,The Shriram Universal School,Grade 2,rfmsms,4/17/20 13:49
911100221371,s2m_test_20374@tests2m.com,PS Senior Secondary School,Grade 4,rfmsms,4/17/20 13:49
911100221372,s2m_test_20375@tests2m.com,Delhi public school,Grade 1,rfmsms,4/17/20 13:49
911100221373,s2m_test_20376@tests2m.com,DPS,Grade 3,rfmsms,4/17/20 13:49
911100221374,s2m_test_20377@tests2m.com,K.L.E school savadatti,Grade 4,rfmsms,4/17/20 13:50
911100221375,s2m_test_20378@tests2m.com,PS senior secondary school,Grade 4,rfmsms,4/17/20 13:51
911100221376,s2m_test_20379@tests2m.com,Delhi Public School,Grade 1,rfmsms,4/17/20 13:51
911100221377,s2m_test_20380@tests2m.com,sboa,Grade 3,rfmsms,4/17/20 13:51
911100221378,s2m_test_20381@tests2m.com,Greenwood High school,Grade 3,rfmsms,4/17/20 13:52
911100221379,s2m_test_20382@tests2m.com,Delhi  public  school.  Warangal,Grade 4,rfmsms,4/17/20 13:52
911100221380,s2m_test_20383@tests2m.com,Sri Vidya Kendra Smart School Bangalore,Grade 1,rfmsms,4/17/20 13:52
911100221381,s2m_test_20384@tests2m.com,Sboa,Grade 4,rfmsms,4/17/20 13:53
911100221382,s2m_test_20385@tests2m.com,Samashti international school,Grade 1,rfmsms,4/17/20 13:54
911100221383,s2m_test_20386@tests2m.com,DPS Howrah,Grade 2,rfmsms,4/17/20 13:55
911100221384,s2m_test_20387@tests2m.com,SEMPS,Grade 4,rfmsms,4/17/20 13:55
911100221374,s2m_test_20377@tests2m.com,K . L. E. school saundatti,Grade 4,rfmsms,4/17/20 13:55
911100221385,s2m_test_20388@tests2m.com,Maple Tree school,Grade 3,TEB2ASMS,4/17/20 13:55
911100221386,s2m_test_20389@tests2m.com,Delhi Public School,Grade 4,rfmsms,4/17/20 13:55
911100221387,s2m_test_20390@tests2m.com,DPS south,Grade 2,T1KRMSMS,4/17/20 13:57
911100221388,s2m_test_20391@tests2m.com,KLE,Grade 3,rfmsms,4/17/20 13:57
911100221389,s2m_test_20392@tests2m.com,Kle international school belgaum,Grade 2,rfmsms,4/17/20 13:58
911100221390,s2m_test_20393@tests2m.com,Army public school Delhi cantt,Grade 1,TEB2ASMS,4/17/20 14:00
911100221391,s2m_test_20394@tests2m.com,St Peter's high school,Grade 1,rfmsms,4/17/20 14:01
911100221392,s2m_test_20395@tests2m.com,SBOA,Grade 1,rfmsms,4/17/20 14:01
911100221393,s2m_test_20396@tests2m.com,Bdmi,Grade 4,rfmsms,4/17/20 14:02
911100221394,s2m_test_20397@tests2m.com,Joy school,Grade 1,rfmsms,4/17/20 14:02
911100221395,s2m_test_20398@tests2m.com,Kamala Niketan Montessori school,Grade 2,rfmsms,4/17/20 14:03
911100221396,s2m_test_20399@tests2m.com,The crossword school,Grade 2,rfmsms,4/17/20 14:03
911100221397,s2m_test_20400@tests2m.com,Hyderabad public school,Grade 4,rfmsms,4/17/20 14:04
911100221397,s2m_test_20400@tests2m.com,Hyderabad public school,Grade 1,rfmsms,4/17/20 14:06
911100221398,s2m_test_20401@tests2m.com,Alpha cbse,Grade 2,rfmsms,4/17/20 14:07
911100221399,s2m_test_20402@tests2m.com,Navrachna gurukul school,Grade 1,rfmsms,4/17/20 14:07
911100221400,s2m_test_20403@tests2m.com,Delhi Public School,Grade 1,rfmsms,4/17/20 14:09
911100221289,s2m_test_20289@tests2m.com,DWPS ZIRAKPUR,Grade 1,rfmsms,4/17/20 14:09
911100221401,s2m_test_20404@tests2m.com,Tcis,Grade 1,rfmsms,4/17/20 14:10
911100221402,s2m_test_20405@tests2m.com,Greenwood high school,Grade 1,rfmsms,4/17/20 14:10
911100221403,s2m_test_20406@tests2m.com,Delhi public school,Grade 1,rfmsms,4/17/20 14:10
911100221386,s2m_test_20389@tests2m.com,"Delhi Public School Hyderabad, India",Grade 2,rfmsms,4/17/20 14:12
911100221404,s2m_test_20407@tests2m.com,Sri Sri Academy,Grade 4,rfmsms,4/17/20 14:12
911100221405,s2m_test_20408@tests2m.com,DPS Megacity,Grade 2,rfmsms,4/17/20 14:12
911100221406,s2m_test_20409@tests2m.com,Hello kids,Grade 1,rfmsms,4/17/20 14:16
911100221407,s2m_test_20410@tests2m.com,MAHAVIR INSTITUTE OF EDUCATION &RESEARCH,Grade 3,ntfuiuser,4/17/20 14:18
911100221408,s2m_test_20411@tests2m.com,Dps Hyderabad,Grade 4,rfmsms,4/17/20 14:18
911100221409,s2m_test_20412@tests2m.com,Kamalaniketan montossari school,Grade 2,rfmsms,4/17/20 14:19
911100221410,s2m_test_20413@tests2m.com,Aarti dhawal,Grade 2,rfmsms,4/17/20 14:20
911100221411,s2m_test_20414@tests2m.com,DPS e City Bangalore,Grade 4,rfmsms,4/17/20 14:21
911100221412,s2m_test_20415@tests2m.com,DPS north Bangalore,Grade 1,rfmsms,4/17/20 14:25
911100221413,s2m_test_20416@tests2m.com,BVBARRS,Grade 2,rfmsms,4/17/20 14:26
911100221414,s2m_test_20417@tests2m.com,Kamalaniketan,Grade 1,TEB2BSMS,4/17/20 14:26
911100221415,s2m_test_20418@tests2m.com,Mayank,Grade 4,rfmsms,4/17/20 14:26
911100221416,s2m_test_20419@tests2m.com,"KLE Society English Medium School, Gadag",Grade 4,rfmsms,4/17/20 14:26
911100221417,s2m_test_20420@tests2m.com,Kothari International School,Grade 3,TEB11SMS,4/17/20 14:27
911100221418,s2m_test_20421@tests2m.com,Samashti International School,Grade 1,rfmsms,4/17/20 14:28
911100221419,s2m_test_20422@tests2m.com,Dps Megacity,Grade 1,rfmsms,4/17/20 14:30
911100221107,s2m_test_20423@tests2m.com,Mahavir Institute of Education and Research,Grade 4,TEB11SMS,4/17/20 14:31
911100221420,s2m_test_20424@tests2m.com,DPS Bangalore North,Grade 1,rfmsms,4/17/20 14:34
911100221421,s2m_test_20425@tests2m.com,Manjushri,Grade 4,TEB2ASMS,4/17/20 14:35
911100221422,s2m_test_20426@tests2m.com,Delhi Public School,Grade 4,rfmsms,4/17/20 14:37
911100221423,s2m_test_20427@tests2m.com,Kamala niketan Montessori school,Grade 3,rfmsms,4/17/20 14:40
911100221424,s2m_test_20428@tests2m.com,Delhi public school,Grade 2,rfmsms,4/17/20 14:43
911100221425,s2m_test_20429@tests2m.com,Indus valley world school,Grade 2,rfmsms,4/17/20 14:43
911100221426,s2m_test_20430@tests2m.com,Suchitra Academy,Grade 3,rfmsms,4/17/20 14:49
911100221427,s2m_test_20431@tests2m.com,Saint Paul,Grade 4,rfmsms,4/17/20 14:53
911100221428,s2m_test_20432@tests2m.com,DPS megacity kolkata,Grade 2,rfmsms,4/17/20 14:53
911100221429,s2m_test_20433@tests2m.com,DPS junior south Bangalore,Grade 1,rfmsms,4/17/20 14:54
911100221430,s2m_test_20434@tests2m.com,Excel global school,Grade 4,rfmsms,4/17/20 14:55
911100221431,s2m_test_20435@tests2m.com,Amrit Vidyalaya,Grade 2,rfmsms,4/17/20 14:56
911100221432,s2m_test_20436@tests2m.com,The Shri Ram Universal School,Grade 4,rfmsms,4/17/20 15:00
911100221433,s2m_test_20437@tests2m.com,SBOA JC,Grade 2,rfmsms,4/17/20 15:02
911100221434,s2m_test_20438@tests2m.com,Mahatma school akkama building (CBSE),Grade 3,rfmsms,4/17/20 15:02
911100221435,s2m_test_20439@tests2m.com,SBOA junior college,Grade 2,rfmsms,4/17/20 15:03
911100221436,s2m_test_20440@tests2m.com,The shriram universal  school palava,Grade 2,rfmsms,4/17/20 15:06
911100221437,s2m_test_20441@tests2m.com,Delhi world public school,Grade 1,rfmsms,4/17/20 15:06
911100221434,s2m_test_20438@tests2m.com,Mahatma school akkama building,Grade 3,rfmsms,4/17/20 15:06
911100221159,s2m_test_20160@tests2m.com,Kamalaniketan Montessori school,Grade 4,rfmsms,4/17/20 15:06
911100221438,s2m_test_20442@tests2m.com,Sbioajc,Grade 3,T1KRMSMS,4/17/20 15:18
911100221439,s2m_test_20443@tests2m.com,The Fabindia School,Grade 4,ntfuiuser,4/17/20 15:19
911100221440,s2m_test_20444@tests2m.com,Royal Concorde international school,Grade 4,rfmsms,4/17/20 15:24
911100221441,s2m_test_20445@tests2m.com,St.pauls school,Grade 4,rfmsms,4/17/20 15:24
911100221442,s2m_test_20446@tests2m.com,Sboa,Grade 3,rfmsms,4/17/20 15:29
911100221443,s2m_test_20447@tests2m.com,Akshar,Grade 1,rfmsms,4/17/20 15:30
911100221444,s2m_test_20448@tests2m.com,Saffron Public School,Grade 4,,4/17/20 15:33
911100221445,s2m_test_20449@tests2m.com,Amrit Vidyalaya,Grade 1,rfmsms,4/17/20 15:34
911100221446,s2m_test_20450@tests2m.com,Amrit vidyalay,Grade 2,T1KRMSMS,4/17/20 15:44
911100221447,s2m_test_20451@tests2m.com,DPS North Bengaluru,Grade 1,rfmsms,4/17/20 15:45
911100221448,s2m_test_20452@tests2m.com,Delhi public school,Grade 1,TEB12SMS,4/17/20 15:46
911100221023,s2m_test_20024@tests2m.com,Kerela public school mango,Grade 4,ntfuiuser,4/17/20 15:48
911100221449,s2m_test_20453@tests2m.com,Samashti international school,Grade 2,rfmsms,4/17/20 15:49
911100221450,s2m_test_20454@tests2m.com,Kamala Niketan Montessori School (CBSE),Grade 1,rfmsms,4/17/20 15:55
911100221371,s2m_test_20374@tests2m.com,ps senior secondary school,Grade 3,rfmsms,4/17/20 15:59
911100221451,s2m_test_20455@tests2m.com,SBOA School & Junior College,Grade 3,T1KRMSMS,4/17/20 16:00
911100221452,s2m_test_20456@tests2m.com,Delhi public school,Grade 2,rfmsms,4/17/20 16:00
911100221453,s2m_test_20457@tests2m.com,Greenwood high school,Grade 2,rfmsms,4/17/20 16:03
